carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier D,AWB6133175495,110814939234,2026-02-07,849,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6133175495 — COD ₹849 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹849 is due by 2026-02-09 00:00:00.

AWB: AWB6133175495
Order ID: 110814939234
Delivery Date: 2026-02-07
Destination: Varanasi
COD Amount: ₹849

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9410991950,110814944597,2026-02-07,2236,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9410991950 — COD ₹2,236 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹2,236 is due by 2026-02-09 00:00:00.

AWB: AWB9410991950
Order ID: 110814944597
Delivery Date: 2026-02-07
Destination: Mumbai
COD Amount: ₹2,236

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB8772889439,110814947943,2026-02-07,477,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8772889439 — COD ₹477 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹477 is due by 2026-02-09 00:00:00.

AWB: AWB8772889439
Order ID: 110814947943
Delivery Date: 2026-02-07
Destination: Nalgonda
COD Amount: ₹477

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB7831896123,110314877846,2026-02-07,1239,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB7831896123 — COD ₹1,239 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹1,239 is due by 2026-02-09 00:00:00.

AWB: AWB7831896123
Order ID: 110314877846
Delivery Date: 2026-02-07
Destination: Hyderabad
COD Amount: ₹1,239

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3765025350,111114973058,2026-02-07,1309,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3765025350 — COD ₹1,309 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹1,309 is due by 2026-02-09 00:00:00.

AWB: AWB3765025350
Order ID: 111114973058
Delivery Date: 2026-02-07
Destination: Mumbai
COD Amount: ₹1,309

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4717478673,111014972797,2026-02-07,1007,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4717478673 — COD ₹1,007 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹1,007 is due by 2026-02-09 00:00:00.

AWB: AWB4717478673
Order ID: 111014972797
Delivery Date: 2026-02-07
Destination: Bangalore
COD Amount: ₹1,007

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0692056858,110714926257,2026-02-07,749,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0692056858 — COD ₹749 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹749 is due by 2026-02-09 00:00:00.

AWB: AWB0692056858
Order ID: 110714926257
Delivery Date: 2026-02-07
Destination: Mumbai
COD Amount: ₹749

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB1030924279,101114592249,2026-02-07,529,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1030924279 — COD ₹529 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹529 is due by 2026-02-09 00:00:00.

AWB: AWB1030924279
Order ID: 101114592249
Delivery Date: 2026-02-07
Destination: Mumbai
COD Amount: ₹529

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB0431848503,110714924713,2026-02-07,729,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0431848503 — COD ₹729 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹729 is due by 2026-02-09 00:00:00.

AWB: AWB0431848503
Order ID: 110714924713
Delivery Date: 2026-02-07
Destination: Bhusawal
COD Amount: ₹729

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB5946478227,111014964353,2026-02-07,497,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5946478227 — COD ₹497 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹497 is due by 2026-02-09 00:00:00.

AWB: AWB5946478227
Order ID: 111014964353
Delivery Date: 2026-02-07
Destination: North 24 Parganas
COD Amount: ₹497

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB9205995796,110914957349,2026-02-07,349,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9205995796 — COD ₹349 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹349 is due by 2026-02-09 00:00:00.

AWB: AWB9205995796
Order ID: 110914957349
Delivery Date: 2026-02-07
Destination: Mumbai
COD Amount: ₹349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB1910872792,100314494975,2026-02-07,909,2026-02-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1910872792 — COD ₹909 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹909 is due by 2026-02-09 00:00:00.

AWB: AWB1910872792
Order ID: 100314494975
Delivery Date: 2026-02-07
Destination: Agra
COD Amount: ₹909

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9952826112,110614918952,2026-02-07,1081,2026-02-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9952826112 — COD ₹1,081 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-07. Per the 2-day remittance SLA, payment of ₹1,081 is due by 2026-02-09 00:00:00.

AWB: AWB9952826112
Order ID: 110614918952
Delivery Date: 2026-02-07
Destination: Moradabad
COD Amount: ₹1,081

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB6294331359,110914953434,2026-02-08,684,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6294331359 — COD ₹684 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹684 is due by 2026-02-10 00:00:00.

AWB: AWB6294331359
Order ID: 110914953434
Delivery Date: 2026-02-08
Destination: Mumbai
COD Amount: ₹684

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0522881118,110714936607,2026-02-08,398,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0522881118 — COD ₹398 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹398 is due by 2026-02-10 00:00:00.

AWB: AWB0522881118
Order ID: 110714936607
Delivery Date: 2026-02-08
Destination: Bellary
COD Amount: ₹398

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4416375615,102214753055,2026-02-08,881,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4416375615 — COD ₹881 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹881 is due by 2026-02-10 00:00:00.

AWB: AWB4416375615
Order ID: 102214753055
Delivery Date: 2026-02-08
Destination: Thane
COD Amount: ₹881

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB2073767589,110914955354,2026-02-08,495,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2073767589 — COD ₹495 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹495 is due by 2026-02-10 00:00:00.

AWB: AWB2073767589
Order ID: 110914955354
Delivery Date: 2026-02-08
Destination: Ahmedabad
COD Amount: ₹495

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4943635258,110914955355,2026-02-08,349,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4943635258 — COD ₹349 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹349 is due by 2026-02-10 00:00:00.

AWB: AWB4943635258
Order ID: 110914955355
Delivery Date: 2026-02-08
Destination: Ahmedabad
COD Amount: ₹349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB3135501354,110814948175,2026-02-08,729,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3135501354 — COD ₹729 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹729 is due by 2026-02-10 00:00:00.

AWB: AWB3135501354
Order ID: 110814948175
Delivery Date: 2026-02-08
Destination: Ghaziabad
COD Amount: ₹729

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8703337975,110814943277,2026-02-08,659,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8703337975 — COD ₹659 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹659 is due by 2026-02-10 00:00:00.

AWB: AWB8703337975
Order ID: 110814943277
Delivery Date: 2026-02-08
Destination: Hyderabad
COD Amount: ₹659

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB4495502250,111014971255,2026-02-08,1615,2026-02-10,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4495502250 — COD ₹1,615 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹1,615 is due by 2026-02-10 00:00:00.

AWB: AWB4495502250
Order ID: 111014971255
Delivery Date: 2026-02-08
Destination: Bangalore
COD Amount: ₹1,615

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9415258065,110914950352,2026-02-08,961,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9415258065 — COD ₹961 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹961 is due by 2026-02-10 00:00:00.

AWB: AWB9415258065
Order ID: 110914950352
Delivery Date: 2026-02-08
Destination: Vadodara
COD Amount: ₹961

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8479123181,110914956339,2026-02-08,399,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8479123181 — COD ₹399 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹399 is due by 2026-02-10 00:00:00.

AWB: AWB8479123181
Order ID: 110914956339
Delivery Date: 2026-02-08
Destination: Thane
COD Amount: ₹399

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB0947721041,103114848668,2026-02-08,1139,2026-02-10,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0947721041 — COD ₹1,139 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹1,139 is due by 2026-02-10 00:00:00.

AWB: AWB0947721041
Order ID: 103114848668
Delivery Date: 2026-02-08
Destination: Aurangabad
COD Amount: ₹1,139

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6115111699,110914953132,2026-02-08,797,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6115111699 — COD ₹797 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹797 is due by 2026-02-10 00:00:00.

AWB: AWB6115111699
Order ID: 110914953132
Delivery Date: 2026-02-08
Destination: Chennai
COD Amount: ₹797

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB9769011976,110914954481,2026-02-08,865,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9769011976 — COD ₹865 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹865 is due by 2026-02-10 00:00:00.

AWB: AWB9769011976
Order ID: 110914954481
Delivery Date: 2026-02-08
Destination: Allahabad
COD Amount: ₹865

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB2457465886,110814938636,2026-02-08,250,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2457465886 — COD ₹250 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹250 is due by 2026-02-10 00:00:00.

AWB: AWB2457465886
Order ID: 110814938636
Delivery Date: 2026-02-08
Destination: Noida (Greater Noida)
COD Amount: ₹250

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7178424392,101714899881,2026-02-08,589,2026-02-10,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7178424392 — COD ₹589 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹589 is due by 2026-02-10 00:00:00.

AWB: AWB7178424392
Order ID: 101714899881
Delivery Date: 2026-02-08
Destination: Ganjam
COD Amount: ₹589

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8730258370,110814940689,2026-02-08,1676,2026-02-10,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8730258370 — COD ₹1,676 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-08. Per the 2-day remittance SLA, payment of ₹1,676 is due by 2026-02-10 00:00:00.

AWB: AWB8730258370
Order ID: 110814940689
Delivery Date: 2026-02-08
Destination: Hanumangarh
COD Amount: ₹1,676

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
